क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
१.२३४,भ्वादि,लछँ,लक्ष॑णे,['अ'],परस्मैपदी,सेट्,लछ्
१.२३५,भ्वादि,लाछिँ,लक्ष॑णे,['इ'],परस्मैपदी,सेट्,लाञ्छ्
१.२३६,भ्वादि,वाछिँ,इ॒च्छाया॑म्,['इ'],परस्मैपदी,सेट्,वाञ्छ्
१.२३७,भ्वादि,आछिँ,आया॒मे,['इ'],परस्मैपदी,सेट्,आञ्छ्
१.२३८,भ्वादि,ह्रीछँ,ल॒ज्जाया॑म्,['अ'],परस्मैपदी,सेट्,ह्रीछ्
१.२३९,भ्वादि,हुर्छाँ,कौटि॑ल्ये,['आ'],परस्मैपदी,सेट्,हुर्छ्
१.२४०,भ्वादि,मुर्छाँ,मोहनसमुच्छ्रा॒ययोः॑,['आ'],परस्मैपदी,सेट्,मुर्छ्
१.२४१,भ्वादि,स्फुर्छाँ,विस्तृ॑तौ,['आ'],परस्मैपदी,सेट्,स्फुर्छ्
१.२४२,भ्वादि,युछँ,प्रमा॒दे,['अ'],परस्मैपदी,सेट्,युछ्
१.२४३,भ्वादि,उछिँ,उ॒ञ्छे,['इ'],परस्मैपदी,सेट्,उञ्छ्
१.२४४,भ्वादि,उछीँ,विवा॒से,['ई'],परस्मैपदी,सेट्,उछ्
१.२४५,भ्वादि,ध्रजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,ध्रज्
१.२४६,भ्वादि,ध्रजिँ,गतौ॑,['इ'],परस्मैपदी,सेट्,ध्रञ्ज्
१.२४७,भ्वादि,व्रजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,व्रज्
१.२४८,भ्वादि,व्रजिँ,गतौ॑,['इ'],परस्मैपदी,सेट्,व्रञ्ज्
१.२४९,भ्वादि,धृजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,धृज्
१.२५०,भ्वादि,धृजिँ,गतौ॑,['इ'],परस्मैपदी,सेट्,धृञ्ज्
१.२५१,भ्वादि,ध्वजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,ध्वज्
१.२५२,भ्वादि,ध्वजिँ,गतौ॑ ।,['इ'],परस्मैपदी,सेट्,ध्वञ्ज्
१.२५३,भ्वादि,ध्रिजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,ध्रिज्
१.२५४,भ्वादि,कूजँ,अव्य॑क्ते॒ शब्दे॑,['अ'],परस्मैपदी,सेट्,कूज्
१.२५५,भ्वादि,कुजिँ,अव्य॑क्ते॒ शब्दे॑,['इ'],परस्मैपदी,सेट्,कुञ्ज्
१.२५६,भ्वादि,अर्जँ,अर्ज॑ने,['अ'],परस्मैपदी,सेट्,अर्ज्
१.२५७,भ्वादि,षर्जँ,अर्ज॑ने,['अ'],परस्मैपदी,सेट्,सर्ज्
१.२५८,भ्वादि,गर्जँ,शब्दे॑,['अ'],परस्मैपदी,सेट्,गर्ज्
१.२५९,भ्वादि,तर्जँ,भर्त्स॑ने,['अ'],परस्मैपदी,सेट्,तर्ज्
१.२६०,भ्वादि,कर्जँ,व्यथ॑ने,['अ'],परस्मैपदी,सेट्,कर्ज्
१.२६१,भ्वादि,खर्जँ,पूज॑ने च,['अ'],परस्मैपदी,सेट्,खर्ज्
१.२६२,भ्वादि,अजँ,गतिक्षप॒नयोः॑,['अ'],परस्मैपदी,सेट्,अज्
१.२६३,भ्वादि,तेजँ,पाल॑ने,['अ'],परस्मैपदी,सेट्,तेज्
१.२६४,भ्वादि,खजँ,म॒न्थे,['अ'],परस्मैपदी,सेट्,खज्
१.२६५,भ्वादि,कजँ,मदे॑ इत्येके॑,['अ'],परस्मैपदी,सेट्,कज्
१.२६६,भ्वादि,खजिँ,गतिवैक॒ल्ये,['इ'],परस्मैपदी,सेट्,खञ्ज्
१.२६७,भ्वादि,एजृँ,कम्प॑ने,['ऋ'],परस्मैपदी,सेट्,एज्
१.२६८,भ्वादि,टुओँस्फूर्जाँ,वज्रनिर्घो॒षे,"['टु', 'आ']",परस्मैपदी,सेट्,ओस्फूर्ज्
१.२६९,भ्वादि,क्षि॒,क्ष॒ये,[],परस्मैपदी,अनिट्,क्षि
१.२७०,भ्वादि,क्षीजँ,अव्य॑क्ते॒ शब्दे॑,['अ'],परस्मैपदी,सेट्,क्षीज्
१.२७१,भ्वादि,लजँ,भर्जने,['अ'],परस्मैपदी,सेट्,लज्
१.२७२,भ्वादि,लजिँ,भर्जने,['इ'],परस्मैपदी,सेट्,लञ्ज्
१.२७३,भ्वादि,लाजँ,भर्जने भर्त्स॑ने च,['अ'],परस्मैपदी,सेट्,लाज्
१.२७४,भ्वादि,लाजिँ,भर्जने भर्त्स॑ने च,['इ'],परस्मैपदी,सेट्,लाञ्ज्
१.२७५,भ्वादि,जजँ,यु॒द्धे,['अ'],परस्मैपदी,सेट्,जज्
१.२७६,भ्वादि,जजिँ,यु॒द्धे,['इ'],परस्मैपदी,सेट्,जञ्ज्
१.२७७,भ्वादि,तुजँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,तुज्
१.२७८,भ्वादि,तुजिँ,पाल॑ने,['इ'],परस्मैपदी,सेट्,तुञ्ज्
१.२७९,भ्वादि,गजँ,शब्दे मदने च,['अ'],परस्मैपदी,सेट्,गज्
१.२८०,भ्वादि,गजिँ,शब्दे,['इ'],परस्मैपदी,सेट्,गञ्ज्
१.२८१,भ्वादि,गृजँ,शब्दे,['अ'],परस्मैपदी,सेट्,गृज्
१.२८२,भ्वादि,गृजिँ,शब्दे,['इ'],परस्मैपदी,सेट्,गृञ्ज्
१.२८३,भ्वादि,मुजँ,शब्दे,['अ'],परस्मैपदी,सेट्,मुज्
१.२८४,भ्वादि,मुजिँ,शब्दे,['इ'],परस्मैपदी,सेट्,मुञ्ज्
१.२८५,भ्वादि,वजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,वज्
१.२८६,भ्वादि,व्रजँ,गतौ॑,['अ'],परस्मैपदी,सेट्,व्रज्
१.२८७,भ्वादि,अट्टँ॒,अतिक्रमणहिंस॒नयोः॑ (अतिक्रमहिं॒सयोः॑),['अ'],आत्मनेपदी,सेट्,अट्ट्
१.२८८,भ्वादि,वेष्टँ॒,वेष्ट॑ने,['अ'],आत्मनेपदी,सेट्,वेष्ट्
१.२८९,भ्वादि,चेष्टँ॒,चे॒ष्टाया॑म्,['अ'],आत्मनेपदी,सेट्,चेष्ट्
१.२९०,भ्वादि,गोष्टँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,सेट्,गोष्ट्
१.२९१,भ्वादि,लोष्टँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,सेट्,लोष्ट्
१.२९२,भ्वादि,घट्टँ॒,चल॑ने,['अ'],आत्मनेपदी,सेट्,घट्ट्
१.२९३,भ्वादि,स्फुटँ॒,वि॒कस॑ने,['अ'],आत्मनेपदी,सेट्,स्फुट्
१.२९४,भ्वादि,अठिँ॒,गतौ॑,['इ'],आत्मनेपदी,सेट्,अण्ठ्
१.२९५,भ्वादि,वठिँ॒,एकच॒र्याया॑म्,['इ'],आत्मनेपदी,सेट्,वण्ठ्
१.२९६,भ्वादि,मठिँ॒,शोके॑,['इ'],आत्मनेपदी,सेट्,मण्ठ्
१.२९७,भ्वादि,कठिँ॒,शोके॑,['इ'],आत्मनेपदी,सेट्,कण्ठ्
१.२९८,भ्वादि,मुठिँ॒,पाल॑ने,['इ'],आत्मनेपदी,सेट्,मुण्ठ्
१.२९९,भ्वादि,हेठँ॒,विबा॒धाया॑म्,['अ'],आत्मनेपदी,सेट्,हेठ्
१.३००,भ्वादि,एठँ॒,च,['अ'],आत्मनेपदी,सेट्,एठ्
१.३०१,भ्वादि,हिडिँ॒,गत्यनाद॒रयोः॑,['इ'],आत्मनेपदी,सेट्,हिण्ड्
१.३०२,भ्वादि,हुडिँ॒,सङ्घा॒ते,['इ'],आत्मनेपदी,सेट्,हुण्ड्
१.३०३,भ्वादि,कुडिँ॒,दाहे॒,['इ'],आत्मनेपदी,सेट्,कुण्ड्
१.३०४,भ्वादि,वडिँ॒,वि॒भाज॑ने,['इ'],आत्मनेपदी,सेट्,वण्ड्
१.३०५,भ्वादि,मडिँ॒,च,['इ'],आत्मनेपदी,सेट्,मण्ड्
१.३०६,भ्वादि,भडिँ॒,परि॒भाष॑णे,['इ'],आत्मनेपदी,सेट्,भण्ड्
१.३०७,भ्वादि,पिडिँ॒,सङ्घा॒ते,['इ'],आत्मनेपदी,सेट्,पिण्ड्
१.३०८,भ्वादि,मुडिँ॒,मार्ज॑ने,['इ'],आत्मनेपदी,सेट्,मुण्ड्
१.३०९,भ्वादि,तुडिँ॒,तोड॑ने,['इ'],आत्मनेपदी,सेट्,तुण्ड्
१.३१०,भ्वादि,हुडिँ॒,वर॑णे । हर॑ण॒ इत्येके॑,['इ'],आत्मनेपदी,सेट्,हुण्ड्
१.३११,भ्वादि,स्फुडिँ॒,वि॒कस॑ने,['इ'],आत्मनेपदी,सेट्,स्फुण्ड्
१.३१२,भ्वादि,चडिँ॒,कोपे॑,['इ'],आत्मनेपदी,सेट्,चण्ड्
१.३१३,भ्वादि,शडिँ॒,रु॒जायां॑ सङ्घा॒ते च॑,['इ'],आत्मनेपदी,सेट्,शण्ड्
१.३१४,भ्वादि,तडिँ॒,ताड॑ने,['इ'],आत्मनेपदी,सेट्,तण्ड्
