क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,धातु,इडागम
१०.८,चुरादि,कुदृँ,अनृतभाष॒णे,['ऋ'],परस्मैपदी,कुद्,सेट्
१०.९,चुरादि,कुडिँ,अनृतभाष॒णे,['इ'],परस्मैपदी,कुण्ड्,सेट्
१०.१०,चुरादि,लडँ,उपसे॒वाया॑म्,['अ'],परस्मैपदी,लड्,सेट्
१०.११,चुरादि,मिदिँ,स्नेह॑ने,['इ'],परस्मैपदी,मिन्द्,सेट्
१०.१२,चुरादि,मिदँ,स्नेह॑ने,['अ'],परस्मैपदी,मिद्,सेट्
१०.१३,चुरादि,ओँलडिँ,उ॒त्क्षेप॑ने ।,['इ'],परस्मैपदी,ओलण्ड्,सेट्
१०.१४,चुरादि,ओलडिँ,उ॒त्क्षेप॑ने,['इ'],परस्मैपदी,ओलण्ड्,सेट्
१०.१५,चुरादि,जलँ,अप॒वार॑णे,['अ'],परस्मैपदी,जल्,सेट्
१०.१६,चुरादि,लजँ,अप॒वार॑णे,['अ'],परस्मैपदी,लज्,सेट्
१०.१७,चुरादि,पीडँ,अव॒गाह॑ने,['अ'],परस्मैपदी,पीड्,सेट्
१०.१८,चुरादि,नटँ,अव॒स्यन्द॑ने,['अ'],परस्मैपदी,नट्,सेट्
१०.१९,चुरादि,श्रथँ,प्रय॒त्ने प्र॒स्थाने॒,['अ'],परस्मैपदी,श्रथ्,सेट्
१०.२०,चुरादि,बधँ,सं॒यम॑ने,['अ'],परस्मैपदी,बध्,सेट्
१०.२१,चुरादि,बन्धँ,इति॒ चान्द्राः॑,['अ'],परस्मैपदी,बन्ध्,सेट्
१०.२२,चुरादि,पॄँ,पूर॑णे,[],परस्मैपदी,प्ॄँ,सेट्
१०.२३,चुरादि,ऊर्जँ,बलप्राण॒नयोः॑,['अ'],परस्मैपदी,ऊर्ज्,सेट्
१०.२४,चुरादि,पक्षँ,परिग्रहे॒,['अ'],परस्मैपदी,पक्ष्,सेट्
१०.२५,चुरादि,वर्णँ,प्रेर॑णे,['अ'],परस्मैपदी,वर्ण्,सेट्
१०.२६,चुरादि,चूर्णँ,प्रेर॑णे वर्णँ वर्ण॑ने,['अ'],परस्मैपदी,चूर्ण्,सेट्
१०.२७,चुरादि,प्रथँ,प्र॒ख्याने॑,['अ'],परस्मैपदी,प्रथ्,सेट्
१०.२८,चुरादि,पृथँ,प्रक्षे॒पे,['अ'],परस्मैपदी,पृथ्,सेट्
१०.२९,चुरादि,पथँ,इत्येके॑,['अ'],परस्मैपदी,पथ्,सेट्
१०.३०,चुरादि,षम्बँ,स॒म्बन्ध॑ने,['अ'],परस्मैपदी,सम्ब्,सेट्
१०.३१,चुरादि,शम्बँ,स॒म्बन्ध॑ने,['अ'],परस्मैपदी,शम्ब्,सेट्
१०.३२,चुरादि,साम्बँ,स॒म्बन्ध॑ने,['अ'],परस्मैपदी,साम्ब्,सेट्
१०.३३,चुरादि,भक्षँ,अद॑ने,['अ'],परस्मैपदी,भक्ष्,सेट्
१०.३४,चुरादि,कुट्टँ,छेदनभर्त्स॒नयोः॑,['अ'],परस्मैपदी,कुट्ट्,सेट्
१०.३५,चुरादि,पुट्टँ,अल्पीभा॒वे,['अ'],परस्मैपदी,पुट्ट्,सेट्
१०.३६,चुरादि,चुट्टँ,अल्पीभा॒वे,['अ'],परस्मैपदी,चुट्ट्,सेट्
१०.३७,चुरादि,अट्टँ,अना॑दरे,['अ'],परस्मैपदी,अट्ट्,सेट्
१०.३८,चुरादि,षुट्टँ,अना॑दरे,['अ'],परस्मैपदी,सुट्ट्,सेट्
१०.३९,चुरादि,लुण्टँ,स्तेये॑,['अ'],परस्मैपदी,लुण्ट्,सेट्
१०.४०,चुरादि,लुण्ठँ,स्तेये॑,['अ'],परस्मैपदी,लुण्ठ्,सेट्
१०.४१,चुरादि,शठँ,असंस्कारग॒त्योः,['अ'],परस्मैपदी,शठ्,सेट्
१०.४२,चुरादि,श्वठँ,असंस्कारग॒त्योः,['अ'],परस्मैपदी,श्वठ्,सेट्
१०.४३,चुरादि,श्वठिँ,असंस्कारग॒त्योः,['इ'],परस्मैपदी,श्वण्ठ्,सेट्
१०.४४,चुरादि,तुजँ,हिंसाबलादाननिकेत॒नेषु॑,['अ'],परस्मैपदी,तुज्,सेट्
१०.४५,चुरादि,तुजिँ,हिंसाबलादाननिकेत॒नेषु॑,['इ'],परस्मैपदी,तुञ्ज्,सेट्
१०.४६,चुरादि,पिजँ,हिंसाबलादाननिकेत॒नेषु॑,['अ'],परस्मैपदी,पिज्,सेट्
१०.४७,चुरादि,पिजिँ,हिंसाबलादाननिकेत॒नेषु॑,['इ'],परस्मैपदी,पिञ्ज्,सेट्
१०.४८,चुरादि,लजिँ,हिंसाबलादाननिकेत॒नेषु॑,['इ'],परस्मैपदी,लञ्ज्,सेट्
१०.४९,चुरादि,लुजिँ,हिंसाबलादाननिकेत॒नेषु॑,['इ'],परस्मैपदी,लुञ्ज्,सेट्
१०.५०,चुरादि,पिसँ,गतौ॑,['अ'],परस्मैपदी,पिस्,सेट्
१०.५१,चुरादि,षान्त्वँ,सामप्रयो॒गे,['अ'],परस्मैपदी,सान्त्व्,सेट्
१०.५२,चुरादि,शान्त्वँ,सामप्रयो॒गे,['अ'],परस्मैपदी,शान्त्व्,सेट्
१०.५३,चुरादि,श्वल्कँ,परि॒भाष॑णे,['अ'],परस्मैपदी,श्वल्क्,सेट्
१०.५४,चुरादि,वल्कँ,परि॒भाष॑णे,['अ'],परस्मैपदी,वल्क्,सेट्
१०.५५,चुरादि,ष्णिहँ,स्नेह॑ने,['अ'],परस्मैपदी,स्निह्,सेट्
१०.५६,चुरादि,स्फिटँ,स्नेह॑ने,['अ'],परस्मैपदी,स्फिट्,सेट्
१०.५७,चुरादि,स्मिटँ,अना॑दरे,['अ'],परस्मैपदी,स्मिट्,सेट्
१०.५८,चुरादि,ष्मिङ्,अना॑दरे,['ङ्'],आत्मनेपदी,स्मि,सेट्
१०.५९,चुरादि,श्लिषँ,श्लेष॑णे,['अ'],परस्मैपदी,श्लिष्,सेट्
१०.६०,चुरादि,पथिँ,गतौ॑,['इ'],परस्मैपदी,पन्थ्,सेट्
१०.६१,चुरादि,पिछँ,कुट्ट॑ने,['अ'],परस्मैपदी,पिछ्,सेट्
१०.६२,चुरादि,छदिँ,सं॒वर॑णे,['इ'],परस्मैपदी,छन्द्,सेट्
१०.६३,चुरादि,श्रणँ,दा॒ने,['अ'],परस्मैपदी,श्रण्,सेट्
१०.६४,चुरादि,तडँ,आघा॒ते,['अ'],परस्मैपदी,तड्,सेट्
१०.६५,चुरादि,खडँ,खण्ड॑ने भेद॑ने,['अ'],परस्मैपदी,खड्,सेट्
१०.६६,चुरादि,खडिँ,खण्ड॑ने भेद॑ने,['इ'],परस्मैपदी,खण्ड्,सेट्
१०.६७,चुरादि,कडिँ,खण्ड॑ने भेद॑ने,['इ'],परस्मैपदी,कण्ड्,सेट्
१०.६८,चुरादि,कुडिँ,रक्ष॑णे,['इ'],परस्मैपदी,कुण्ड्,सेट्
१०.६९,चुरादि,गुडिँ,वेष्ट॑ने रक्ष॑णे,['इ'],परस्मैपदी,गुण्ड्,सेट्
१०.७०,चुरादि,कुठिँ,रक्ष॑णे,['इ'],परस्मैपदी,कुण्ठ्,सेट्
१०.७१,चुरादि,गुठिँ,रक्ष॑णे,['इ'],परस्मैपदी,गुण्ठ्,सेट्
१०.७२,चुरादि,खुडिँ,खण्ड॑ने,['इ'],परस्मैपदी,खुण्ड्,सेट्
१०.७३,चुरादि,वटिँ,वि॒भाज॑ने,['इ'],परस्मैपदी,वण्ट्,सेट्
१०.७४,चुरादि,वडिँ,वि॒भाज॑ने,['इ'],परस्मैपदी,वण्ड्,सेट्
१०.७५,चुरादि,चडिँ,कोपे॑,['इ'],परस्मैपदी,चण्ड्,सेट्
१०.७६,चुरादि,मडिँ,भू॒षायां॒ हर्षे॑ च,['इ'],परस्मैपदी,मण्ड्,सेट्
१०.७७,चुरादि,भडिँ,क॒ल्याणे॑,['इ'],परस्मैपदी,भण्ड्,सेट्
१०.७८,चुरादि,छर्द,वम॑ने,[],परस्मैपदी,छर्द,सेट्
१०.७९,चुरादि,पुस्तँ,आदरानाद॒रयोः॑,['अ'],परस्मैपदी,पुस्त्,सेट्
१०.८०,चुरादि,बुस्तँ,आदरानाद॒रयोः॑,['अ'],परस्मैपदी,बुस्त्,सेट्
१०.८१,चुरादि,चुदँ,स॒ञ्चोद॑ने,['अ'],परस्मैपदी,चुद्,सेट्
१०.८२,चुरादि,नक्कँ,नाश॑ने,['अ'],परस्मैपदी,नक्क्,सेट्
१०.८३,चुरादि,धक्कँ,नाश॑ने,['अ'],परस्मैपदी,धक्क्,सेट्
१०.८४,चुरादि,चक्कँ,व्यथ॑ने,['अ'],परस्मैपदी,चक्क्,सेट्
१०.८५,चुरादि,चुक्कँ,व्यथ॑ने,['अ'],परस्मैपदी,चुक्क्,सेट्
१०.८६,चुरादि,क्षलँ,शौचक॒र्मणि॑,['अ'],परस्मैपदी,क्षल्,सेट्
१०.८७,चुरादि,तलँ,प्रति॒ष्ठाया॑म्,['अ'],परस्मैपदी,तल्,सेट्
१०.८८,चुरादि,तुलँ,उ॒न्माने॑,['अ'],परस्मैपदी,तुल्,सेट्
१०.८९,चुरादि,दुलँ,उत्क्षे॒पे,['अ'],परस्मैपदी,दुल्,सेट्
१०.९०,चुरादि,पुलँ,मह॒त्त्वे,['अ'],परस्मैपदी,पुल्,सेट्
१०.९१,चुरादि,चुलँ,समुच्छ्रा॒ये,['अ'],परस्मैपदी,चुल्,सेट्
१०.९२,चुरादि,मूलँ,रोह॑ने,['अ'],परस्मैपदी,मूल्,सेट्
१०.९३,चुरादि,कलँ,क्षेपे॑,['अ'],परस्मैपदी,कल्,सेट्
१०.९४,चुरादि,विलँ,क्षेपे॑,['अ'],परस्मैपदी,विल्,सेट्
१०.९५,चुरादि,बिलँ,भेद॑ने,['अ'],परस्मैपदी,बिल्,सेट्
१०.९६,चुरादि,तिलँ,स्नेह॑ने,['अ'],परस्मैपदी,तिल्,सेट्
१०.९७,चुरादि,चलँ,भृतौ॑,['अ'],परस्मैपदी,चल्,सेट्
१०.९८,चुरादि,पालँ,रक्ष॑णे,['अ'],परस्मैपदी,पाल्,सेट्
१०.९९,चुरादि,पलँ,इत्येके॑,['अ'],परस्मैपदी,पल्,सेट्
१०.१००,चुरादि,लूषँ,हिं॒साया॑म्,['अ'],परस्मैपदी,लूष्,सेट्
१०.१०१,चुरादि,शुल्बँ,माने॑,['अ'],परस्मैपदी,शुल्ब्,सेट्
१०.१०२,चुरादि,शूर्पँ,माने॑,['अ'],परस्मैपदी,शूर्प्,सेट्
१०.१०३,चुरादि,चुटँ,छेद॑ने,['अ'],परस्मैपदी,चुट्,सेट्
१०.१०४,चुरादि,मुटँ,स॒ञ्चूर्ण॑ने,['अ'],परस्मैपदी,मुट्,सेट्
१०.१०५,चुरादि,पिशँ,नाश॑ने,['अ'],परस्मैपदी,पिश्,सेट्
१०.१०६,चुरादि,पडिँ,नाश॑ने,['इ'],परस्मैपदी,पण्ड्,सेट्
१०.१०७,चुरादि,पसिँ,नाश॑ने,['इ'],परस्मैपदी,पंस्,सेट्
१०.१०८,चुरादि,पशिँ,इत्येके॑,['इ'],परस्मैपदी,पंश्,सेट्
१०.१०९,चुरादि,व्रजँ,मार्गसंस्कारग॒त्योः,['अ'],परस्मैपदी,व्रज्,सेट्
१०.११०,चुरादि,शुल्कँ,अति॒सर्ज॑ने अति॒स्पर्श॑ने,['अ'],परस्मैपदी,शुल्क्,सेट्
१०.१११,चुरादि,चपिँ,गत्या॑म्,['इ'],परस्मैपदी,चम्प्,सेट्
१०.११२,चुरादि,क्षपिँ,क्षान्त्या॑म्,['इ'],परस्मैपदी,क्षम्प्,सेट्
१०.११३,चुरादि,क्षजिँ,कृच्छ्रजीव॒ने,['इ'],परस्मैपदी,क्षञ्ज्,सेट्
१०.११४,चुरादि,छजिँ,कृच्छ्रजीव॒ने,['इ'],परस्मैपदी,छञ्ज्,सेट्
१०.११५,चुरादि,श्वर्तँ,गत्या॑म्,['अ'],परस्मैपदी,श्वर्त्,सेट्
१०.११६,चुरादि,स्वर्तँ,गत्या॑म्,['अ'],परस्मैपदी,स्वर्त्,सेट्
१०.११७,चुरादि,श्वभ्रँ,गत्या॑म्,['अ'],परस्मैपदी,श्वभ्र्,सेट्
१०.११८,चुरादि,ज्ञपँ,ज्ञानज्ञापनमारणतोषणनिशाननिशाम॒नेषु॑,['अ'],परस्मैपदी,ज्ञप्,सेट्
१०.११९,चुरादि,यमँ,च परि॒वेष॑णे,['अ'],परस्मैपदी,यम्,सेट्
१०.१२०,चुरादि,चहँ,परि॒कल्प॑ने,['अ'],परस्मैपदी,चह्,सेट्
१०.१२१,चुरादि,चपँ,इत्येके॑,['अ'],परस्मैपदी,चप्,सेट्
१०.१२२,चुरादि,रहँ,त्या॒गे,['अ'],परस्मैपदी,रह्,सेट्
१०.१२३,चुरादि,बलँ,प्राण॑ने,['अ'],परस्मैपदी,बल्,सेट्
१०.१२४,चुरादि,चिञ्,चय॑ने,['ञ्'],उभयपदी,चि,सेट्
१०.१२५,चुरादि,घट्टँ,चल॑ने,['अ'],परस्मैपदी,घट्ट्,सेट्
१०.१२६,चुरादि,मुस्तँ,सङ्घा॒ते,['अ'],परस्मैपदी,मुस्त्,सेट्
१०.१२७,चुरादि,खट्टँ,सं॒वर॑णे,['अ'],परस्मैपदी,खट्ट्,सेट्
१०.१२८,चुरादि,षट्टँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सट्ट्,सेट्
१०.१२९,चुरादि,स्फिट्टँ,हिं॒साया॑म्,['अ'],परस्मैपदी,स्फिट्ट्,सेट्
१०.१३०,चुरादि,चुबिँ,हिं॒साया॑म्,['इ'],परस्मैपदी,चुम्ब्,सेट्
१०.१३१,चुरादि,पूलँ,सङ्घा॒ते,['अ'],परस्मैपदी,पूल्,सेट्
१०.१३२,चुरादि,पूर्णँ,सङ्घा॒ते,['अ'],परस्मैपदी,पूर्ण्,सेट्
१०.१३३,चुरादि,पुणँ,इत्य॒न्ये,['अ'],परस्मैपदी,पुण्,सेट्
१०.१३४,चुरादि,पुंसँ,अभि॒वर्ध॑णे,['अ'],परस्मैपदी,पुंस्,सेट्
१०.१३५,चुरादि,टकिँ,बन्ध॑ने,['इ'],परस्मैपदी,टङ्क्,सेट्
१०.१३६,चुरादि,व्यपँ,क्षेपे॑,['अ'],परस्मैपदी,व्यप्,सेट्
१०.१३७,चुरादि,व्ययँ,क्षेपे॑,['अ'],परस्मैपदी,व्यय्,सेट्
१०.१३८,चुरादि,विपँ,क्षेपे॑,['अ'],परस्मैपदी,विप्,सेट्
१०.१३९,चुरादि,धूसँ,कान्तिकर॒णे,['अ'],परस्मैपदी,धूस्,सेट्
१०.१४०,चुरादि,धूषँ,कान्तिकर॒णे,['अ'],परस्मैपदी,धूष्,सेट्
१०.१४१,चुरादि,धूशँ,कान्तिकर॒णे,['अ'],परस्मैपदी,धूश्,सेट्
१०.१४२,चुरादि,कीटँ,वर्णे॑ वर॑णे,['अ'],परस्मैपदी,कीट्,सेट्
१०.१४३,चुरादि,चूर्णँ,स॒ङ्कोच॑ने,['अ'],परस्मैपदी,चूर्ण्,सेट्
१०.१४४,चुरादि,पूजँ,पू॒जाया॑म्,['अ'],परस्मैपदी,पूज्,सेट्
१०.१४५,चुरादि,अर्कँ,स्तव॑ने,['अ'],परस्मैपदी,अर्क्,सेट्
१०.१४६,चुरादि,शुठँ,आल॑स्ये,['अ'],परस्मैपदी,शुठ्,सेट्
१०.१४७,चुरादि,शुठिँ,शोष॑णे,['इ'],परस्मैपदी,शुण्ठ्,सेट्
१०.१४८,चुरादि,जुडँ,प्रेर॑णे,['अ'],परस्मैपदी,जुड्,सेट्
१०.१४९,चुरादि,गजँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,गज्,सेट्
१०.१५०,चुरादि,मार्जँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,मार्ज्,सेट्
१०.१५१,चुरादि,मर्चँ,शब्दा॑र्थौ,['अ'],परस्मैपदी,मर्च्,सेट्
१०.१५२,चुरादि,घृ,प्र॒स्रव॑णे स्राव॑णे॒,[],परस्मैपदी,घृ,सेट्
१०.१५३,चुरादि,पचिँ,विस्तारवच॒ने,['इ'],परस्मैपदी,पञ्च्,सेट्
१०.१५४,चुरादि,तिजँ,नि॒शाने॑,['अ'],परस्मैपदी,तिज्,सेट्
१०.१५५,चुरादि,कॄतँ,सं॒शब्द॑ने,['अ'],परस्मैपदी,कॄत्,सेट्
१०.१५६,चुरादि,वर्धँ,छेदनपूर॒नयोः॑,['अ'],परस्मैपदी,वर्ध्,सेट्
१०.१५७,चुरादि,कुबिँ,आ॒च्छाद॑ने छाद॑ने,['इ'],परस्मैपदी,कुम्ब्,सेट्
१०.१५८,चुरादि,कुभिँ,आ॒च्छाद॑ने छाद॑ने,['इ'],परस्मैपदी,कुम्भ्,सेट्
१०.१५९,चुरादि,लुबिँ,अद॑र्शने,['इ'],परस्मैपदी,लुम्ब्,सेट्
१०.१६०,चुरादि,तुबिँ,अद॑र्शने,['इ'],परस्मैपदी,तुम्ब्,सेट्
१०.१६१,चुरादि,ह्लपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,ह्लप्,सेट्
१०.१६२,चुरादि,क्लपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,क्लप्,सेट्
१०.१६३,चुरादि,ह्रपँ,व्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,ह्रप्,सेट्
१०.१६४,चुरादि,चुटिँ,छेद॑ने,['इ'],परस्मैपदी,चुण्ट्,सेट्
१०.१६५,चुरादि,मृडिँ,प्रेर॑णे,['इ'],परस्मैपदी,मृण्ड्,सेट्
१०.१६६,चुरादि,तुडिँ,प्रेर॑णे,['इ'],परस्मैपदी,तुण्ड्,सेट्
१०.१६७,चुरादि,इलँ,प्रेर॑णे,['अ'],परस्मैपदी,इल्,सेट्
१०.१६८,चुरादि,म्रक्षँ,म्लेच्छ॑ने,['अ'],परस्मैपदी,म्रक्ष्,सेट्
१०.१६९,चुरादि,म्रछँ,इत्येके॑,['अ'],परस्मैपदी,म्रछ्,सेट्
१०.१७०,चुरादि,म्लेछँ,अव्य॑क्तायां वा॒चि,['अ'],परस्मैपदी,म्लेछ्,सेट्
१०.१७१,चुरादि,म्रक्षँ,छेद॑ने,['अ'],परस्मैपदी,म्रक्ष्,सेट्
१०.१७२,चुरादि,ब्रूसँ,हिं॒साया॑म्,['अ'],परस्मैपदी,ब्रूस्,सेट्
१०.१७३,चुरादि,बर्हँ,हिं॒साया॑म्,['अ'],परस्मैपदी,बर्ह्,सेट्
१०.१७४,चुरादि,व्रूसँ,इत्येके॑,['अ'],परस्मैपदी,व्रूस्,सेट्
१०.१७५,चुरादि,वर्हँ,इत्येके॑,['अ'],परस्मैपदी,वर्ह्,सेट्
१०.१७६,चुरादि,व्रूषँ,इत्य॒न्ये,['अ'],परस्मैपदी,व्रूष्,सेट्
१०.१७७,चुरादि,गर्जँ,शब्दे॑,['अ'],परस्मैपदी,गर्ज्,सेट्
१०.१७८,चुरादि,गर्दँ,शब्दे॑,['अ'],परस्मैपदी,गर्द्,सेट्
१०.१७९,चुरादि,गर्धँ,अभिका॒ङ्क्षायाम्,['अ'],परस्मैपदी,गर्ध्,सेट्
१०.१८०,चुरादि,गुर्दँ,पूर्वनिकेत॒ने,['अ'],परस्मैपदी,गुर्द्,सेट्
१०.१८१,चुरादि,पूर्वँ,नि॒केत॑न,['अ'],परस्मैपदी,पूर्व्,सेट्
१०.१८२,चुरादि,जसिँ,रक्ष॑णे मोक्ष॑णे॒,['इ'],परस्मैपदी,जंस्,सेट्
१०.१८३,चुरादि,ईडँ,स्तुतौ॑,['अ'],परस्मैपदी,ईड्,सेट्
१०.१८४,चुरादि,जसुँ,हिं॒साया॑म्,['उ'],परस्मैपदी,जस्,सेट्
१०.१८५,चुरादि,पिडिँ,सङ्घा॒ते,['इ'],परस्मैपदी,पिण्ड्,सेट्
१०.१८६,चुरादि,पिठिँ,सङ्घा॒ते,['इ'],परस्मैपदी,पिण्ठ्,सेट्
१०.१८७,चुरादि,रुषँ,रोषे॑,['अ'],परस्मैपदी,रुष्,सेट्
१०.१८८,चुरादि,रुटँ,रोषे॑,['अ'],परस्मैपदी,रुट्,सेट्
१०.१८९,चुरादि,डिपँ,क्षेपे॑,['अ'],परस्मैपदी,डिप्,सेट्
१०.१९०,चुरादि,ष्टुपँ,समुच्छ्रा॒ये ।,['अ'],परस्मैपदी,स्तुप्,सेट्
१०.१९१,चुरादि,ष्टूपँ,समुच्छ्रा॒ये,['अ'],परस्मैपदी,स्तूप्,सेट्
१०.१९२,चुरादि,चितँ॒,स॒ञ्चेत॑ने,['अ'],आत्मनेपदी,चित्,सेट्
१०.१९३,चुरादि,दशिँ॒,दंश॑ने दर्शनदंश॒नयोः॑,['इ'],आत्मनेपदी,दंश्,सेट्
१०.१९४,चुरादि,दसिँ॒,दर्शनदंश॒नयोः॑,['इ'],आत्मनेपदी,दंस्,सेट्
१०.१९५,चुरादि,दसँ॒,दर्शनदंश॒नयोः॑,['अ'],आत्मनेपदी,दस्,सेट्
१०.१९६,चुरादि,डपँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,डप्,सेट्
१०.१९७,चुरादि,डिपँ॒,सङ्घा॒ते,['अ'],आत्मनेपदी,डिप्,सेट्
१०.१९८,चुरादि,तत्रिँ॒,कुटुम्बधार॒णे,['इ'],आत्मनेपदी,तन्त्र्,सेट्
१०.१९९,चुरादि,मत्रिँ॒,गुप्तपरिभाष॒णे,['इ'],आत्मनेपदी,मन्त्र्,सेट्
१०.२००,चुरादि,स्पशँ॒,ग्रहणसंश्लेष॒णयोः॑,['अ'],आत्मनेपदी,स्पश्,सेट्
१०.२०१,चुरादि,तर्जँ॒,स॒न्तर्ज॑ने,['अ'],आत्मनेपदी,तर्ज्,सेट्
१०.२०२,चुरादि,भर्त्सँ॒,स॒न्तर्ज॑ने,['अ'],आत्मनेपदी,भर्त्स्,सेट्
१०.२०३,चुरादि,बस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,बस्त्,सेट्
१०.२०४,चुरादि,गन्धँ॒,अर्द॑ने,['अ'],आत्मनेपदी,गन्ध्,सेट्
१०.२०५,चुरादि,वस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,वस्त्,सेट्
१०.२०६,चुरादि,हस्तँ॒,अर्द॑ने,['अ'],आत्मनेपदी,हस्त्,सेट्
१०.२०७,चुरादि,विष्कँ॒,हिं॒साया॑म्,['अ'],आत्मनेपदी,विष्क्,सेट्
१०.२०८,चुरादि,हिष्कँ॒,हिं॒साया॑म्,['अ'],आत्मनेपदी,हिष्क्,सेट्
१०.२०९,चुरादि,निष्कँ॒,परि॒माणे॑,['अ'],आत्मनेपदी,निष्क्,सेट्
१०.२१०,चुरादि,ललँ॒,ई॒प्साया॑म्,['अ'],आत्मनेपदी,लल्,सेट्
१०.२११,चुरादि,कूणँ॒,स॒ङ्कोच॑ने,['अ'],आत्मनेपदी,कूण्,सेट्
१०.२१२,चुरादि,तूणँ॒,पूर॑णे,['अ'],आत्मनेपदी,तूण्,सेट्
१०.२१३,चुरादि,भ्रूणँ॒,आशाविश॒ङ्कयोः॑,['अ'],आत्मनेपदी,भ्रूण्,सेट्
१०.२१४,चुरादि,शठँ॒,श्ला॒घाया॑म्,['अ'],आत्मनेपदी,शठ्,सेट्
१०.२१५,चुरादि,यक्षँ॒,पू॒जाया॑म्,['अ'],आत्मनेपदी,यक्ष्,सेट्
१०.२१६,चुरादि,स्यमँ॒,वित॒र्के,['अ'],आत्मनेपदी,स्यम्,सेट्
१०.२१७,चुरादि,गूरँ॒,उ॒द्यम॑ने,['अ'],आत्मनेपदी,गूर्,सेट्
१०.२१८,चुरादि,शमँ॒,आ॒लोच॑ने,['अ'],आत्मनेपदी,शम्,सेट्
१०.२१९,चुरादि,लक्षँ॒,आ॒लोच॑ने,['अ'],आत्मनेपदी,लक्ष्,सेट्
१०.२२०,चुरादि,कुत्सँ॒,अव॒क्षेप॑ने,['अ'],आत्मनेपदी,कुत्स्,सेट्
१०.२२१,चुरादि,त्रुटँ॒,छेद॑ने,['अ'],आत्मनेपदी,त्रुट्,सेट्
१०.२२२,चुरादि,कुटँ॒,छेद॑ने,['अ'],आत्मनेपदी,कुट्,सेट्
१०.२२३,चुरादि,गलँ॒,स्रव॑णे,['अ'],आत्मनेपदी,गल्,सेट्
१०.२२४,चुरादि,भलँ॒,आ॒भण्ड॑ने,['अ'],आत्मनेपदी,भल्,सेट्
१०.२२५,चुरादि,कूटँ॒,अप्र॑दाने अव॒साद॑ने॒,['अ'],आत्मनेपदी,कूट्,सेट्
१०.२२६,चुरादि,कुट्टँ॒,प्र॒ताप॑ने,['अ'],आत्मनेपदी,कुट्ट्,सेट्
१०.२२७,चुरादि,वञ्चुँ॒,प्र॒लम्भ॑ने,['उ'],आत्मनेपदी,वञ्च्,सेट्
१०.२२८,चुरादि,वृषँ॒,शक्तिबन्ध॒ने,['अ'],आत्मनेपदी,वृष्,सेट्
१०.२२९,चुरादि,मदँ॒,तृप्तियो॒गे,['अ'],आत्मनेपदी,मद्,सेट्
१०.२३०,चुरादि,दिवुँ॒,परि॒कूज॑ने,['उ'],आत्मनेपदी,दिव्,सेट्
१०.२३१,चुरादि,गॄ,वि॒ज्ञाने॑,[],परस्मैपदी,गॄ,सेट्
१०.२३२,चुरादि,विदँ॒,चेतनाख्याननिवा॒सेषु॑,['अ'],आत्मनेपदी,विद्,सेट्
१०.२३३,चुरादि,मनँ॒,स्त॒म्भे,['अ'],आत्मनेपदी,मन्,सेट्
१०.२३४,चुरादि,मानँ॒,इत्येके॑,['अ'],आत्मनेपदी,मान्,सेट्
१०.२३५,चुरादि,यु,जुगु॒प्साया॑म्,[],परस्मैपदी,यु,सेट्
१०.२३६,चुरादि,कुस्मँ॒,नाम्नो॑ वा,['अ'],आत्मनेपदी,कुस्म्,सेट्
१०.२३७,चुरादि,चर्चँ,अ॒ध्यय॑ने,['अ'],परस्मैपदी,चर्च्,सेट्
१०.२३८,चुरादि,बुक्कँ,भाष॑णे,['अ'],परस्मैपदी,बुक्क्,सेट्
१०.२३९,चुरादि,शब्दँ,शब्दक्रि॒याया॑म् उपस॒र्गादा॑विष्का॒रे च॑,['अ'],परस्मैपदी,शब्द्,सेट्
१०.२४०,चुरादि,कणँ,नि॒मील॑ने,['अ'],परस्मैपदी,कण्,सेट्
१०.२४१,चुरादि,जभिँ,नाश॑ने,['इ'],परस्मैपदी,जम्भ्,सेट्
१०.२४२,चुरादि,षूदँ,क्षर॑णे,['अ'],परस्मैपदी,सूद्,सेट्
१०.२४३,चुरादि,जसुँ,ताड॑ने,['उ'],परस्मैपदी,जस्,सेट्
१०.२४४,चुरादि,पशँ,बन्ध॑ने,['अ'],परस्मैपदी,पश्,सेट्
१०.२४५,चुरादि,अमँ,रोगे॑,['अ'],परस्मैपदी,अम्,सेट्
१०.२४६,चुरादि,चटँ,भेद॑ने,['अ'],परस्मैपदी,चट्,सेट्
१०.२४७,चुरादि,स्फुटँ,भेद॑ने,['अ'],परस्मैपदी,स्फुट्,सेट्
१०.२४८,चुरादि,घटँ,सङ्घा॒ते हन्त्य॑र्थाश्च,['अ'],परस्मैपदी,घट्,सेट्
१०.२४९,चुरादि,दिवुँ,मर्द॑ने,['उ'],परस्मैपदी,दिव्,सेट्
